X,Y,formation,thickness,cl,cm,meanl,meanm,meann,p1x,p1y,p2x,p2y,dip
597829.9561703838,7480172.703902371,A_FOo_bbo,606,0.999499612047076,0.0316310846754374,-0.5865307091036485,-0.06919470167025726,0.6726075559615181,597750.8784586953,7482671.452932489,597909.0338820724,7477673.954872253,47.731362368214775
596854.2249790097,7480025.95519032,A_FOo_bbo,519,0.9446216642382153,0.3281614106683241,-0.6217174502258004,-0.12674653560486351,0.6645460101681475,596033.821452339,7482387.509350915,597674.6285056805,7477664.401029724,48.352494046207646
596038.0751839089,7479839.25320991,A_FOo_bbo,559,0.986387175184062,0.16443947406996529,-0.6318160152920888,-0.19951224332868303,0.6747832194439121,595626.976498734,7482305.221147871,596449.1738690839,7477373.28527195,47.56268178781079
595602.229443195,7479663.204323067,A_FOo_bbo,632,0.9829091440716876,0.18409132108891596,-0.6042090901322789,-0.18105827341571257,0.698189115960379,595142.0011404727,7482120.477183247,596062.4577459174,7477205.931462888,45.71810352156032
594419.2699012911,7479455.945049599,A_FOo_bbo,527,0.9774621910815544,0.2111105516217664,-0.48952139654964,-0.08981537258796263,0.7851745306922814,593891.4935222367,7481899.600527302,594947.0462803455,7477012.289571895,38.263176901435806
593077.104278233,7479164.196729938,A_FOo_bbo,381,0.9560759854641364,0.2931189349373053,-0.22184777965252378,0.018118863447325863,0.8871171336806223,592344.3069408898,7481554.386693598,593809.9016155762,7476774.006766277,27.4868068525725
592150.0141018879,7478928.939196963,A_FOo_bbo,280,0.964133491297194,0.2654178045253998,-0.01329065855364504,0.07961679150488246,0.938753177786468,591486.4695905744,7481339.2729252055,592813.5586132015,7476518.60546872,20.156787844728655
591455.7192416292,7478687.6697677625,A_FOo_bbo,316,0.8423657860640281,0.5389061907871646,0.11161655350840069,0.0706848590546108,0.937848935090823,590108.4537646613,7480793.584232923,592802.9847185971,7476581.755302602,20.306604817613504
591676.3201133917,7477607.65601367,A_FOo_bbo,729,-0.9299998074893611,0.3675600060803019,0.11821933897728988,0.1003360587481732,0.9545326153086738,590757.420098191,7475282.656494947,592595.2201285925,7479932.655532394,17.343910661754947
602722.5092299858,7457508.094259563,A_FO_od,227,0.8451821587580605,-0.5344783611307989,-0.10111337511974945,0.04390872642970547,0.9938633141259562,604058.7051328127,7459621.049656458,601386.3133271588,7455395.138862668,6.350777846364082
602066.547894385,7457985.830362937,A_FO_od,279,0.951024648485041,-0.3091150562070765,-0.09735690733856613,0.0483959363837384,0.9931543430215056,602839.3355349026,7460363.39198415,601293.7602538673,7455608.268741725,6.708003201938595
600622.5803269991,7457236.299683749,A_FO_od,228,0.6807506680801717,0.7325152066055693,-0.07772737478755735,0.02868258294208333,0.9944545751452778,598791.2923104852,7458938.176353949,602453.868343513,7455534.423013548,6.036788249527106
598079.663215876,7456763.019550077,A_FO_od,83,0.9101781875658168,-0.4142169321495742,-0.06500423175103727,0.013658629489067318,0.9956799895614462,599115.2055462499,7459038.465018991,597044.1208855021,7454487.574081162,5.327659968382164
597070.5592700461,7457188.749417623,A_FO_od,93,0.925027865404316,-0.3798992606277808,-0.05731703640472019,0.017307621496010468,0.9958362403652871,598020.3074216155,7459501.319081133,596120.8111184767,7454876.179754112,5.230356149671522
596230.0500744875,7457629.239227693,A_FO_od,217,0.8269221227588874,-0.5623164615160535,-0.05851278366294857,0.014079401054424453,0.9958601375470509,597635.8412282775,7459696.54453459,594824.2589206974,7455561.933920795,5.2153147854996575
595516.1192514081,7458619.724146052,A_FO_od,94,0.43807151934194505,-0.8989401225562468,-0.05758421846730264,0.028794869120745165,0.9957026972907244,597763.4695577988,7459714.902944407,593268.7689450175,7457524.545347697,5.313629276412627
594976.2441054028,7459430.965510439,A_FO_od,90,0.6911073444072817,-0.7227521279846328,-0.0457135844889362,0.04215462352613569,0.9956719472406605,596783.1244253644,7461158.733871457,593169.3637854413,7457703.197149421,5.332620344728198
594405.931697901,7459853.9658093415,A_FO_od,105,0.9553035865501046,-0.2956265507773393,-0.04753568757924833,0.056384028546220974,0.9954628469002265,595144.9980748444,7462242.224775717,593666.8653209576,7457465.706842966,5.4600131557601514
593725.6402445142,7459892.706088132,A_FO_od,102,0.9959890093163032,0.08947565770157233,-0.03835928114025536,0.05855794099074365,0.9954023178543112,593501.9511002603,7462382.678611423,593949.3293887682,7457402.733564842,5.496340608756597
593049.58987624,7459485.690683503,A_FO_od,105,0.6056729047991539,0.7957137251500408,-0.02572431552353313,0.055301925286519824,0.9955058969703158,591060.3055633649,7460999.872945501,595038.8741891151,7457971.508421505,5.43402864886103
592527.5298488489,7458696.426238975,A_FO_od,63,0.5185115466096164,0.8550706263417682,-0.020115701165600783,0.05323139041340206,0.9956042971305201,590389.8532829945,7459992.705105498,594665.2064147034,7457400.147372451,5.374165152763084
592009.8749434464,7458170.658757063,A_FO_od,84,0.9464207472715008,0.3229361688229637,-0.0025697369285174938,0.06383424145330778,0.9955058969703158,591202.5345213889,7460536.7106252415,592817.2153655038,7455804.606888884,5.43402864886103
588244.5937814704,7462738.663755475,A_FO_od,322,0.16209505019664355,-0.9867751490090068,-0.01658278238702759,0.08665800707438709,0.9912081281560765,590711.531653993,7463143.901380966,585777.6559089479,7462333.426129983,7.603210375209301
588229.8448877521,7463652.424491762,A_FO_od,323,-0.08225270266840444,-0.996611505504398,-0.006559440713382634,0.08903432941763248,0.9907810309827556,590721.3736515131,7463446.792735091,585738.316123991,7463858.056248433,7.785975251055319
595773.3191144433,7460543.49056364,A_FO_od,242,-0.8140647603324601,0.580774109258371,-0.0619245409171927,0.04317053956449818,0.9945490152923648,594321.3838412974,7458508.328662809,597225.2543875892,7462578.652464472,5.985116208928886
596491.7598602901,7459842.7506220685,A_FO_od,244,-0.6058587868399289,0.7955722031398845,-0.06344309388098486,0.030714533917494298,0.9946552604578376,594502.8293524404,7458328.103654969,598480.6903681398,7461357.3975891685,5.926448649156669
598152.1979043961,7457962.5210134005,A_FO_od,212,-0.7967567242364935,0.6043001922752734,-0.0585871164360782,0.014702274237174066,0.9951750563716466,596641.4474237079,7455970.629202809,599662.9483850843,7459954.412823992,5.630649932031432
593048.7641153536,7475346.858636157,A_FOh_xs_f,205,0.9968522753780562,0.07928140433665265,0.003309946213042337,0.04756054564582917,0.9832008197114386,592850.560604512,7477838.989324601,593246.9676261952,7472854.727947712,10.516991902655874
592325.3507806675,7475007.094625208,A_FOh_xs_f,472,0.6122551036633729,0.7906602861141769,0.040734572278045805,0.08440068670403156,0.9811814204437372,590348.700065382,7476537.732384366,594302.001495953,7473476.456866049,11.133058189892708
591559.0147013124,7472661.025631651,A_FOh_xs_f,499,-0.3137504187615699,0.9495054895717768,-0.19275137838115283,0.1834335520954344,0.94800990463768,589185.250977383,7471876.649584747,593932.7784252418,7473445.401678556,18.556570560408105
591683.7046038482,7472474.280496352,A_FOh_xs_f,387,-0.6557531819062946,0.7549753402726277,-0.1957536320775287,0.18357452529147333,0.948179160840873,589796.2662531666,7470834.897541586,593571.1429545297,7474113.663451118,18.526073652913027
591920.9633593371,7472211.786254544,A_FOh_xs_f,359,-0.7716555759875166,0.6360406213815074,-0.20776513909326236,0.19282871447995667,0.9463779295675947,590330.8618058834,7470282.647314575,593511.0649127908,7474140.925194513,18.848180493287515
592535.9392979422,7471817.2901119115,A_FOh_xs_f,563,-0.9169546994354346,0.3989913272030757,-0.24847687789958328,0.19202326214194257,0.9423285701443666,591538.4609799345,7469524.903363323,593533.4176159499,7474109.6768605,19.553639951534862
602568.0712433059,7479836.472328152,A_FOh_xs_f,490,0.9464110509082044,0.3229645843104594,-0.523595785540872,0.17116783744063702,0.7372492635482824,601760.6597825298,7482202.499955422,603375.482704082,7477470.444700881,42.50238079672278
601542.9343771975,7479584.490200913,A_FOh_xs_f,765,0.9924622550482152,0.12255069279531232,-0.5188369786682651,0.18569350328049747,0.7252362771554408,601236.5576452093,7482065.6458385335,601849.3111091858,7477103.334563292,43.511493145175926
600487.035344508,7479545.731251962,A_FOh_xs_f,674,0.9988992656729152,-0.0469068975536695,-0.5141335295452202,0.17815300706888593,0.7128986946092023,600604.3025883922,7482042.979416144,600369.7681006239,7477048.483087779,44.528746813751525
599474.7491640595,7479446.735000107,A_FOh_xs_f,592,0.9946303443274874,0.1034914399502864,-0.5380677995749484,0.07759784538936036,0.6994300721750173,599216.0205641838,7481933.310860926,599733.4777639352,7476960.159139289,45.61870352217516
598139.2350532769,7479190.358559842,A_FOh_xs_f,739,0.9959689647901974,0.08969850151893506,-0.5829166120192968,-0.05544129121930536,0.6673176282173219,597914.9887994796,7481680.280971818,598363.4813070742,7476700.436147867,48.13962589294798
597112.8452029957,7478965.234146105,A_FOh_xs_f,824,0.9517973323349768,0.3067276286219125,-0.6257027654150099,-0.07146512979683549,0.6518513485233101,596346.0261314409,7481344.727476942,597879.6642745505,7476585.740815268,49.31866851653412
596260.7702278127,7478807.978444976,A_FOh_xs_f,704,0.9765588092509052,0.21525076556066905,-0.6011186629833992,-0.1497711848298888,0.6809563957583576,595722.643313911,7481249.375468103,596798.8971417143,7476366.581421848,47.081575538632165
595591.9054893835,7478563.48012178,A_FOh_xs_f,842,0.8346990887342265,0.5507063021849776,-0.5681808448916223,-0.13623192192953057,0.7043006407650322,594215.139733921,7480650.227843616,596968.671244846,7476476.732399944,45.22692846252857
595224.9938474053,7477632.95469637,A_FOh_xs_f,1276,-0.40143846113780896,0.915885998320374,-0.3881052873550034,-0.05406113944114594,0.7958392669617144,592935.2788516043,7476629.358543525,597514.7088432063,7478636.550849215,37.265401464532104
571861.4677838571,7470657.296729231,A_HAd_kd,151,-0.1748718742454263,0.9845911982126856,0.04686070255261496,0.24204470271787518,0.964780239604582,569399.9897883254,7470220.117043618,574322.9457793889,7471094.476414844,15.251543072001368
572235.9797090914,7469907.655393145,A_HAd_kd,303,-0.573478015107288,0.8192209507749451,0.07112066847702357,0.2592028402274447,0.9586677407298702,570187.927332154,7468473.960355377,574284.0320860287,7471341.350430913,16.530634860282646
572183.0804780924,7469060.885011839,A_HAd_kd,248,0.2677089178094989,0.9634998367022524,0.09682635759901274,0.2578158332028617,0.9568144692708226,569774.3308863367,7469730.157306363,574591.8300698481,7468391.612717315,16.89982552854265
571706.9765665769,7468161.616164315,A_HAd_kd,213,0.5662659195974016,0.8242226084635808,0.12960467872369624,0.22918192544569713,0.9619680691962607,569646.420045418,7469577.280963308,573767.5330877358,7466745.951365321,15.85250642277515
571006.0954202623,7467619.369333185,A_HAd_kd,174,0.8944507877454886,0.4471663988958415,0.15806192240729244,0.19024663940547834,0.9666957017331838,569888.1794230227,7469855.496302549,572124.011417502,7465383.242363822,14.828612773955797
570133.2600114925,7467183.104498741,A_HAd_kd,135,0.8777981849404473,0.479030632126231,0.1657851115898549,0.15516511639163066,0.9725417436449478,568935.6834311769,7469377.599961093,571330.8365918081,7464988.60903639,13.457763628077203
569439.1032557527,7466587.97337199,A_HAd_kd,230,0.5410664251527058,0.8409798591954931,0.1749893750277544,0.11510487407967702,0.9762773683585889,567336.6536077639,7467940.639434872,571541.5529037415,7465235.307309108,12.504933085078079
569167.8840171853,7466164.781355683,A_HAd_kd,300,0.53674327576336,0.8437456109058095,0.1778918680366144,0.09388953049915488,0.9775766952521197,567058.5199899208,7467506.639545091,571277.2480444498,7464822.923166274,12.156325582717287
568242.1493673212,7465886.76527174,A_HAd_kd,230,0.9979166560223988,-0.06451625867231638,0.17332623237803876,0.05748590810103755,0.9809892367247466,568403.4400140019,7468381.556911796,568080.8587206404,7463391.973631684,11.189942124246045
566232.0147231848,7466177.680237176,A_HAd_kd,88,0.9906127560981519,-0.13669808870508446,0.15616895422445434,-0.003946374034106347,0.9857537953719868,566573.7599449474,7468654.212127421,565890.2695014221,7463701.148346931,9.682871280041894
564856.6397177081,7466560.909904275,A_HAd_kd,56,0.9680911689023902,-0.2505982615526367,0.1473887197126092,-0.03644299142761446,0.9874690963568671,565483.1353715897,7468981.137826531,564230.1440638265,7464140.681982019,9.07994837865833
563785.4693605404,7467169.2283522235,A_HAd_kd,46,0.9163359132961636,-0.4004104069622638,0.1365368469106818,-0.04606103958763009,0.9888169716592021,564786.4953779461,7469460.068135464,562784.4433431347,7464878.388568983,8.576752990760951
562925.8580636822,7467486.581028243,A_HAd_kd,125,0.7555937586028404,-0.6550405116940726,0.1270294718822458,-0.06137613167986254,0.9891215228987114,564563.4593429174,7469375.56542475,561288.256784447,7465597.596631736,8.45894446988693
562053.035928894,7468319.521301744,A_HAd_kd,224,0.8052796473328978,-0.5928951758881192,0.11413216640646762,-0.06296876699459075,0.9899078970674311,563535.2738686142,7470332.720420076,560570.7979891737,7466306.322183412,8.146937582372331
561114.0756781518,7469113.105242314,A_HAd_kd,117,0.5880234025399326,-0.8088439145257633,0.09173970762810198,-0.05365332733450736,0.9902148372274501,563136.1854644662,7470583.163748664,559091.9658918374,7467643.046735964,8.02188499194942
560638.0094811196,7470092.04136903,A_HAd_kd,173,0.12396876138777088,-0.9922861211364301,0.08104199163666388,-0.033809476571253834,0.989911339798458,563118.7247839606,7470401.9632725,558157.2941782785,7469782.119465561,8.14554553101783
560704.1454432164,7470779.668791467,A_HAd_kd,178,-0.33599034605368194,-0.9418654295379606,0.0584420641116625,-0.012108725086512102,0.9903310982658662,563058.8090170614,7469939.692926333,558349.4818693715,7471619.644656601,7.974009608818832
561272.8056243339,7471718.834532937,A_HAd_kd,179,-0.4657284394850728,-0.8849276923312994,0.046887781889277724,0.024579081915806454,0.9912081281560765,563485.1248551621,7470554.513434225,559060.4863935057,7472883.155631649,7.603210375209301
561484.3842965725,7472962.31045649,A_HAd_kd,228,-7.591913698739017e-05,-0.9999999971181422,0.03228370088283404,0.01868368570833747,0.9908291093967738,563984.3842893679,7472962.120658647,558984.3843037771,7472962.500254333,7.7656149330432385
561643.1146306039,7473623.344189287,A_HAd_kd,255,-0.5547308880612184,-0.8320298322961815,0.04053542546282736,-0.02075752296431226,0.9911270238249485,563723.1892113443,7472236.516969134,559563.0400498635,7475010.17140944,7.638251170932335
561894.3551232892,7474218.584738754,A_HAd_kd,109,0.06224493342450225,-0.998060904085006,0.04177215431572349,-0.03797457230385105,0.9907704851692147,564389.5073835016,7474374.197072315,559399.2028630767,7474062.972405192,7.790434135570507
561418.2645772668,7475065.094694332,A_HAd_kd,139,0.6836946326507675,-0.7297682161375159,0.041044067755809294,-0.08420968539462821,0.9891524626857342,563242.6851176105,7476774.3312759595,559593.844036923,7473355.858112705,8.446884876054042
560849.5909431335,7475805.593971961,A_HAd_kd,212,0.3937294774246304,-0.9192263587424632,0.041508082058023275,-0.12235817852314056,0.98585260065071,563147.6568399896,7476789.917665523,558551.5250462773,7474821.2702784,9.649154967660678
560624.824499856,7476533.08603102,A_HAd_kd,234,0.06666529544950557,-0.9977753947570716,0.04212460934036365,-0.1467258308717712,0.9840186263634843,563119.2629867487,7476699.749269644,558130.3860129633,7476366.422792396,10.257104264127292
560770.2851729129,7477286.841064273,A_HAd_kd,213,-0.3162353681778062,-0.9486807639630138,0.050831503468036075,-0.1642795542187362,0.9831068264736131,563141.9870828204,7476496.252643829,558398.5832630054,7478077.429484718,10.54645584007747
560598.3402359888,7478371.330887096,A_HAd_kd,137,0.6307552692613773,-0.7759818234333892,0.06405051168360557,-0.16743403323637135,0.9804824912269412,562538.2947945723,7479948.21906025,558658.3856774054,7476794.442713942,11.33858147932176
559791.6508843664,7479297.069429527,A_HAd_kd,188,0.6549183814406987,-0.7556996186654427,0.1243382803198082,-0.19824353352452528,0.9655870498223393,561680.89993103,7480934.365383129,557902.4018377027,7477659.773475925,15.074813997397769
602265.954559647,7481136.38443009,A_FOp_bs,729,0.9996511528101454,0.02641160134008448,-0.5726069652252559,0.10287638787856002,0.7330572088933186,602199.9255562968,7483635.512312115,602331.9835629972,7478637.256548065,42.85669327648618
600344.825412051,7481067.403202041,A_FOp_bs,722,0.9999560328817624,0.009377222582837108,-0.5302675218065379,0.10945704860021555,0.7221420457976355,600321.382355594,7483567.293284246,600368.2684685081,7478567.513119836,43.768383940608146
598401.6695782468,7481046.169297425,A_FOp_bs,715,0.9993729596455482,0.03540745019480511,-0.6028494443840131,-0.09646208403620382,0.6911781724265693,598313.1509527598,7483544.601696539,598490.1882037338,7478547.736898311,46.27655606987967
597236.8652489582,7480835.930516163,A_FOp_bs,887,0.9554340264310336,0.2952047105616423,-0.6442478035172379,-0.19066643450007068,0.688177823318579,596498.8534725541,7483224.51558224,597974.8770253623,7478447.345450086,46.513959680705334
595773.089758046,7480570.440075993,A_FOp_bs,523,0.9934537967767888,0.1142346430369664,-0.6184526935845466,-0.19850946833786054,0.7198227705271812,595487.5031504536,7483054.0745679345,596058.6763656384,7478086.805584051,43.96015001686567
594808.3618757252,7480496.701807616,A_FOp_bs,361,0.992206911879732,0.12460113971423235,-0.5246955926123685,-0.15545224814396977,0.7799289521743229,594496.8590264396,7482977.219087316,595119.8647250108,7478016.184527917,38.745929209269846
593960.2211053463,7480248.19991582,A_FOp_bs,299,0.9899567641893368,0.14137045319223468,-0.36223454674544775,-0.11147116856508728,0.8386006886228139,593606.7949723657,7482723.091826293,594313.647238327,7477773.308005347,33.007350547016785
592738.7613319083,7479927.43351292,A_FOp_bs,256,0.9646705750998924,0.2634590699453005,-0.15905410668605033,0.010391381147119775,0.9058250893228319,592080.1136570451,7482339.109950669,593397.4090067715,7477515.75707517,25.06536101824409
