X,Y,l,m,n,dip,dip_dir
493841.6918008325,7514447.779825079,-0.12746410891922208,-0.6061583640554541,0.7850636525932431,38.273434268432176,191.87524558582788
493841.6918008325,7514762.353411267,-0.14412228381891207,-0.5948247631137521,0.7908301135474607,37.73684530482314,193.6199294792515
493841.6918008325,7515076.926997454,-0.15615442221976877,-0.5842667661627811,0.7963969753702587,37.212596694065134,194.96345180450422
493841.6918008325,7515391.500583641,-0.1645198804186157,-0.5745564227613236,0.801759394089496,36.70155791348192,195.97866399576046
493841.6918008325,7515706.074169829,-0.1701585454880052,-0.5656277341058693,0.8069147016926055,36.20442452323595,196.74293321826107
493841.6918008325,7516020.647756016,-0.17386168535322574,-0.5573617046314369,0.8118620847018753,35.721736861960146,197.32462735281808
493841.6918008325,7516335.221342203,-0.1762433067796814,-0.5496353232934218,0.8166022950025911,35.253897343705205,197.77870716862608
494156.26538701984,7494944.217481465,-0.23779094269280726,-0.4044177359615257,0.8831204687997101,27.978894367525733,210.4548242879462
494156.26538701984,7495258.791067652,-0.40081435047809894,-0.2607896645292129,0.8782577112246498,28.567098884059476,236.94997871547722
494156.26538701984,7495573.36465384,-0.48678702733549856,-0.011459117466096123,0.8734455212803869,29.138465946676156,268.651488649803
494156.26538701984,7495887.938240027,-0.4666015603899672,0.16604211172921202,0.8687421947702043,29.687198209153642,289.58831361873854
494156.26538701984,7496202.511826214,-0.4369410636777798,0.24942689744240812,0.8642156731420605,30.206734304154743,299.7197954173563
494156.26538701984,7496517.085412402,-0.42480672217417437,0.2829037022146586,0.8599446168613847,30.68963495544947,303.66197309960086
494156.26538701984,7496831.658998589,-0.4300664050573108,0.28683346248313535,0.8560195395205747,31.12744771454203,303.70136695848794
494156.26538701984,7497146.232584776,-0.4505579465226101,0.26488924034897793,0.8525439737472023,31.510546417926903,300.4518585814818
494156.26538701984,7497460.806170964,-0.4841756302364246,0.2090293882975013,0.8496356124322553,31.82794132093543,293.35093162839905
494156.26538701984,7497775.379757151,-0.5220166619261652,0.09677570437337603,0.8474273229690559,32.0670562800524,280.5027201750653
494156.26538701984,7498089.953343338,-0.5233483432828424,-0.10136908873281678,0.8460678574633257,32.213470889907065,259.03793225537527
494156.26538701984,7498404.526929526,-0.4125296931149861,-0.33848724496336446,0.8457219621693448,32.25062915020627,230.63057128753513
494156.26538701984,7498719.100515713,-0.23274057148975744,-0.4786983137228563,0.8465694010661589,32.159523861561595,205.92877414066083
494156.26538701984,7499033.6741019,-0.09062735461617125,-0.520885444780369,0.8488021182886103,31.91838077223764,189.86992615851747
494156.26538701984,7499348.247688088,0.0007220937604640632,-0.5225336957170823,0.8526183292780238,31.50239429375332,179.92082252514956
494156.26538701984,7499662.821274275,0.05834469332745626,-0.5099691808928918,0.8582117054083789,30.8836176507779,173.47326677537058
494156.26538701984,7499977.394860462,0.09464726394591612,-0.4914404104195705,0.8657529777218189,30.031203012395906,169.09879066943586
494156.26538701984,7500291.96844665,0.11643146800455531,-0.4692420111692862,0.875360296227849,28.9123547173485,166.06481992820693
494156.26538701984,7500606.542032837,0.12742024369896723,-0.44373366225702243,0.8870538419259941,27.49466280967843,163.97832774123174
494156.26538701984,7500921.115619024,0.12983063840133438,-0.41460939791031587,0.9006903199750441,25.751044404581307,162.61259323158515
494156.26538701984,7501235.689205212,0.12521578015090257,-0.38143474476006767,0.9158758343198181,23.66958510193784,161.82624559728367
494156.26538701984,7501550.262791399,0.11497538202613053,-0.3441069397003305,0.9318643010535484,21.27268434249298,161.52414015515524
494156.26538701984,7501864.836377586,0.10076444939306724,-0.3035681545824342,0.9474665699970249,18.654144568912486,161.6372639628371
494156.26538701984,7502179.409963774,0.084920910475714,-0.26310329250186887,0.9610229427223118,16.049554075169198,162.11166250307633
494156.26538701984,7502493.983549961,0.0708660233686759,-0.23038141114554836,0.9705165697351571,13.947600240202206,162.90194324728907
494156.26538701984,7502808.557136148,0.06269494173371563,-0.21817313963552395,0.9738941551434551,13.120665490091199,163.9672941483966
494156.26538701984,7503123.130722336,0.06224812504020676,-0.23675338277281602,0.9695736210699047,14.170009028956628,165.2689759516777
494156.26538701984,7503437.704308523,0.06642053938103969,-0.2824911411991576,0.9569676416119457,16.869609586941692,166.7686983995518
494156.26538701984,7503752.27789471,0.07021041112055218,-0.34287457099032403,0.936753717226937,20.486657436295573,168.42752327549238
494156.26538701984,7504066.8514808975,0.07026583927776207,-0.4070131784737466,0.9107156440839752,24.395563680486305,170.2051320934363
494156.26538701984,7504381.425067085,0.06529745450387975,-0.46814629385146517,0.8812350934843955,28.20828721542017,172.05956360781977
494156.26538701984,7504695.998653272,0.055420397501570635,-0.5227169225320311,0.8507030024864204,31.71178567860364,173.94789749288248
494156.26538701984,7505010.5722394595,0.04151873137048851,-0.5692782416796726,0.8210959009126069,34.80535142503166,175.82867650746846
494156.26538701984,7505325.145825647,0.02476164798746503,-0.6076742455469998,0.793800272164119,37.457915246937716,177.66658948841973
494156.26538701984,7505639.719411834,0.0062587032637180665,-0.6384578962497142,0.7696313035147712,39.679208232457334,179.43835639210408
494156.26538701984,7505954.2929980215,-0.013140629505024535,-0.6624971842662187,0.7489491335835455,41.5005695827527,181.13631259805044
494156.26538701984,7506268.866584209,-0.032884225168126946,-0.6807294364177393,0.7317964622280425,42.9627900090806,182.7656564615029
494156.26538701984,7506583.440170396,-0.052608977551872715,-0.6940335319987824,0.7180179328834634,44.10892116304188,184.33483227514927
494156.26538701984,7506898.013756583,-0.07196445261182685,-0.7031917128224718,0.7073489468275742,44.98037432739527,185.8432917286484
494156.26538701984,7507212.587342771,-0.09046080348158161,-0.7089081934187372,0.6994755294770854,45.61505921150298,187.27197379765485
494156.26538701984,7507527.160928958,-0.10738880056116734,-0.7118511899998168,0.6940717029312451,46.046709984256395,188.57886540968028
494156.26538701984,7507841.734515145,-0.12181366836560216,-0.7126903861815754,0.6908211372299432,46.30485580940669,189.69931806187327
494156.26538701984,7508156.308101333,-0.1326407998407196,-0.7121058171813847,0.6894285484037099,46.41510946950126,190.55131477273466
494156.26538701984,7508470.88168752,-0.13876525740256776,-0.7107474199871262,0.6896247590680332,46.39958736651647,191.047372663969
494156.26538701984,7508785.455273707,-0.13929551033856252,-0.7091427967167613,0.6911680364891374,46.277359660694344,191.11300971704264
494156.26538701984,7509100.028859895,-0.13378508252768337,-0.7075895173119324,0.6938433733079299,46.064879476720165,190.70661836034833
494156.26538701984,7509414.602446082,-0.12237987600976197,-0.7060960937650588,0.6974607317387558,45.776368482738725,189.83276723881917
494156.26538701984,7509729.176032269,-0.10583601823211865,-0.7044155791264888,0.7018528543282161,45.4241515645571,188.54458114998133
494156.26538701984,7510043.749618457,-0.08543567750286671,-0.702161898806754,0.7068729821359138,45.01894124847725,186.93737298829183
494156.26538701984,7510358.323204644,-0.06285807781314473,-0.698960341287986,0.7123926609393297,44.57007624767765,185.13883275519228
494156.26538701984,7510672.896790831,-0.04004419468177926,-0.6945804299541796,0.7182997207273263,44.085719932149246,183.299583908726
494156.26538701984,7510987.470377019,-0.01906323104881347,-0.6890148578071077,0.724496458889228,43.573024744694976,181.5848193991946
494156.26538701984,7511302.043963206,-0.0019709467117151,-0.6824838378005852,0.7308980274361425,43.03826821945536,180.16546415905736
494156.26538701984,7511616.617549393,0.009356094896816903,-0.6753576606633175,0.7374310094318337,42.486965640233166,179.20630135478336
494156.26538701984,7511931.191135581,0.013425588395595758,-0.6680089021760076,0.7440321634108549,41.923963681919666,178.84862910591846
494156.26538701984,7512245.764721768,0.009377524439941363,-0.6606365667403737,0.7506473131377145,41.35351869919874,179.1867593803753
494156.26538701984,7512560.338307955,-0.0027546160257959544,-0.6531420917438018,0.7572303613056477,40.77936270364465,180.24164257470463
494156.26538701984,7512874.911894143,-0.021857572276297456,-0.6451509748189752,0.7637424082924245,40.20475951929324,181.94042612683262
494156.26538701984,7513189.48548033,-0.04577059350360233,-0.6362173775344986,0.7701509600678643,39.63255312969672,184.1148696009416
494156.26538701984,7513504.059066517,-0.0716596980954766,-0.6261170545100582,0.7764292123049685,39.06520982333239,186.52914740373097
494156.26538701984,7513818.632652705,-0.09668953496560358,-0.6150269742672457,0.7825554004361684,38.504855402287404,188.93444839131575
494156.26538701984,7514133.206238892,-0.11870918085091933,-0.6034539159712428,0.7885122076928651,37.953308434946365,191.12890912879564
494156.26538701984,7514447.779825079,-0.1366096212995894,-0.5919858140933301,0.7942862250351822,37.41211029994708,192.99438801307065
494156.26538701984,7514762.353411267,-0.15024502604746384,-0.5810666753980029,0.7998674583266334,36.88255258003696,194.49731656927554
494156.26538701984,7515076.926997454,-0.1600927678628266,-0.5709155351356964,0.8052488791788167,36.36570221451459,195.66424554957948
494156.26538701984,7515391.500583641,-0.16689506744127033,-0.5615654085026929,0.8104260166338303,35.86242470281455,196.55174560964207
494156.26538701984,7515706.074169829,-0.17141372378987352,-0.5529428005375767,0.815396587330454,35.3734055642584,197.22357379824962
494156.26538701984,7516020.647756016,-0.17430932074586156,-0.5449344632628491,0.8201601620717425,34.89917019571019,197.73802295511376
494156.26538701984,7516335.221342203,-0.17610469215241603,-0.5374268113195056,0.8247178668349869,34.44010222533082,198.1430001139712
494470.83897320717,7494944.217481465,-0.2572021089458824,-0.39615385277298404,0.8814245288661482,28.185316184953102,212.99356917507828
494470.83897320717,7495258.791067652,-0.4187348125513593,-0.23806476435342233,0.8763482896262921,28.795050913156587,240.38031958949819
494470.83897320717,7495573.36465384,-0.4904748250536785,0.016323041579146626,0.8713024757810395,29.389649854375655,271.9061046418636
494470.83897320717,7495887.938240027,-0.4621072104781599,0.18948651459034396,0.8663439194756878,29.963480629562838,292.2960235705898
494470.83897320717,7496202.511826214,-0.42879673634245274,0.2718157924249713,0.8615390495447354,30.510171046412204,302.37075723159177
494470.83897320717,7496517.085412402,-0.41335157517153903,0.3078173040438358,0.856964983318684,31.022499590503436,306.6745548624754
494470.83897320717,7496831.658998589,-0.4146456337358735,0.317731761046891,0.8527106932868951,31.49226513596244,307.46197183594313
494470.83897320717,7497146.232584776,-0.4305146829551786,0.3066966927499681,0.8488782282614119,31.910131866799617,305.4658979808898
494470.83897320717,7497460.806170964,-0.4604974354951133,0.27005536910490335,0.8455839458741151,32.26544507709057,300.38918106531946
494470.83897320717,7497775.379757151,-0.5035897905833969,0.18925197441666106,0.8429596745987117,32.54601359769847,290.59651239700287
494470.83897320717,7498089.953343338,-0.5404680626824605,0.018835980286626416,0.8411536596050152,32.73785552457126,271.9960208971566
494470.83897320717,7498404.526929526,-0.47010937756484905,-0.2698905536219307,0.8403310432152544,32.82490650816131,240.1397969398389
494470.83897320717,7498719.100515713,-0.24408022362054868,-0.4834180054393166,0.8406734660106835,32.788695558964356,206.78944366836163
494470.83897320717,7499033.6741019,-0.05871217940709799,-0.5356805684156005,0.8423771178107866,32.60800471981988,186.2548211424414
494470.83897320717,7499348.247688088,0.046448096230047836,-0.5317158400832295,0.8456481772943105,32.25855064622767,175.0075939586776
494470.83897320717,7499662.821274275,0.10569299584236037,-0.5149259151578638,0.8506940064022452,31.712766243240623,168.40065287139691
494470.83897320717,7499977.394860462,0.13954768374301338,-0.49483733990676654,0.8577076722263566,30.939833396071634,164.25116691626852
494470.83897320717,7500291.96844665,0.15756680004179255,-0.4730295965203566,0.8668423757179724,29.90624902124425,161.5770141979898
494470.83897320717,7500606.542032837,0.16439824234148953,-0.4492084810303675,0.8781713719345552,28.57744222393324,159.89873093754045
494470.83897320717,7500921.115619024,0.1625541778680973,-0.422580878572247,0.89162858877603,26.921386593382017,158.95976407148396
494470.83897320717,7501235.689205212,0.15364706541013784,-0.39227070079979226,0.9069268308881884,24.91594188106791,158.6104011226371
494470.83897320717,7501550.262791399,0.1390346881054674,-0.3576265160797493,0.9234568915223256,22.563194146134663,158.75538005475482
494470.83897320717,7501864.836377586,0.1202596873051505,-0.31872907838740133,0.940185823228358,19.917213559576055,159.3280043200159
494470.83897320717,7502179.409963774,0.09944799584501583,-0.27738479798973187,0.955598121579676,17.13793546464447,160.2762282132179
494470.83897320717,7502493.983549961,0.07970222302142868,-0.2389615784410168,0.9677525095159507,14.590145712992964,161.5546153041564
494470.83897320717,7502808.557136148,0.06511621937828094,-0.21458372824831096,0.9745325554053772,12.958548147789799,163.1193869502423
494470.83897320717,7503123.130722336,0.05879897286612325,-0.21829994650308573,0.974108728092834,13.066396698224295,164.925171129432
494470.83897320717,7503437.704308523,0.05892879674784005,-0.25368729353765296,0.965489592906828,15.096268894193855,166.9227309413286
494470.83897320717,7503752.27789471,0.059901370458907435,-0.3098225109945878,0.9489055998876565,18.39462846332134,169.05739536532496
494470.83897320717,7504066.8514808975,0.057386922601905255,-0.373645480341088,0.9257946835745821,22.211506832542966,171.26836824401164
494470.83897320717,7504381.425067085,0.04979944600128599,-0.4363807905754991,0.8983828920870363,26.053686921726367,173.48961348651062
494470.83897320717,7504695.998653272,0.03748949654660411,-0.4932297625352172,0.8690908692410336,29.64683608995322,175.65340966070414
494470.83897320717,7505010.5722394595,0.021796827175293403,-0.5420839365914469,0.8400416085019898,32.85548636331006,177.6974159893723
494470.83897320717,7505325.145825647,0.004325453143292961,-0.5825165967820998,0.8128072987667531,35.628874028297204,179.5745603538096
494470.83897320717,7505639.719411834,-0.01355301163522724,-0.6150453008963518,0.7883752873606145,37.96606224683361,181.2623537057144
494470.83897320717,7505954.2929980215,-0.030953964139583415,-0.6406113196599676,0.7672411545450101,39.89321077754851,182.76634695653416
494470.83897320717,7506268.866584209,-0.04749274228522191,-0.6602494444557138,0.749543267947989,41.44917017146176,184.11428597402193
494470.83897320717,7506583.440170396,-0.06311911649187008,-0.6749176777405261,0.7351884829121177,42.676854936169704,185.34283015858318
494470.83897320717,7506898.013756583,-0.07788827422483904,-0.6854416730066815,0.7239496734194152,43.61845696398759,186.48284056430737
494470.83897320717,7507212.587342771,-0.09176974303638175,-0.6925244994540134,0.7155334596781654,44.31306481067091,187.5485589157424
494470.83897320717,7507527.160928958,-0.1045341928834192,-0.6967832917433403,0.709623595200672,44.79570175173646,188.53210854093876
494470.83897320717,7507841.734515145,-0.11571021273177479,-0.6987894498766998,0.7059068291287361,45.09714796432617,189.40210442202851
494470.83897320717,7508156.308101333,-0.12460362221642975,-0.6990960609420489,0.7040870932674851,45.24416119077286,190.10600903289406
494470.83897320717,7508470.88168752,-0.13039501793572766,-0.6982354291331924,0.7038923389274299,45.25987288063892,190.578101670242
494470.83897320717,7508785.455273707,-0.13232247542204828,-0.6966758408705714,0.7050769711495785,45.164237232216294,190.75432095148793
494470.83897320717,7509100.028859895,-0.1299018349259378,-0.6947517040111785,0.7074217858226012,44.97446996806432,190.59064442998965
494470.83897320717,7509414.602446082,-0.12309554356997734,-0.6926085964017716,0.7107325934158217,44.70544755859232,190.077801444582
494470.83897320717,7509729.176032269,-0.11236868151428962,-0.6902025587084039,0.714838238601652,44.37005620236406,189.2469315871659
494470.83897320717,7510043.749618457,-0.09863846482169582,-0.6873594061772116,0.7195884240295491,43.9794895881869,188.16639064693723
494470.83897320717,7510358.323204644,-0.08316394885777244,-0.6838669259719196,0.7248515607847575,43.543499158452875,186.93360125786887
494470.83897320717,7510672.896790831,-0.06741710461621814,-0.679563129280859,0.7305127564438367,43.07060252718154,185.6655776394256
494470.83897320717,7510987.470377019,-0.05295231878772088,-0.6743923671973513,0.7364719865690457,42.56825617812037,184.48957101181682
494470.83897320717,7511302.043963206,-0.041274452382368314,-0.6684149889808234,0.7426424591189904,42.04299830916734,183.53351296613621
494470.83897320717,7511616.617549393,-0.03370202879390771,-0.6617698433595595,0.7489491622767455,41.500567101721785,182.91539005876285
494470.83897320717,7511931.191135581,-0.031227498290564582,-0.6546030048608453,0.7553275775302163,40.94599899264964,182.7311950185737
494470.83897320717,7512245.764721768,-0.034383956709393815,-0.6469903554088641,0.7617225371018757,40.383710822620245,183.04209177789357
494470.83897320717,7512560.338307955,-0.043130887168712474,-0.6388910482830444,0.7680872053327229,39.817569079898945,183.86211996392473
494470.83897320717,7512874.911894143,-0.056775627426425605,-0.6301656841627071,0.7743821657515642,39.25094887463304,185.1482405475885
494470.83897320717,7513189.48548033,-0.07397361441445392,-0.6206699612568645,0.7805745983337301,38.68678477087573,186.79665070538994
494470.83897320717,7513504.059066517,-0.0928887989261933,-0.6103876314602524,0.7866375343157688,38.12761516940194,188.65288349571887
494470.83897320717,7513818.632652705,-0.11155895762697153,-0.5995168042009411,0.7925491785711938,37.57562156859646,190.54111869568794
494470.83897320717,7514133.206238892,-0.12835478066170466,-0.5884339105639576,0.7982922918202918,37.03266372618216,192.30515308299152
494470.83897320717,7514447.779825079,-0.14230129043997022,-0.5775549233170383,0.8038536267824941,36.5003114951289,193.84117714558008
494470.83897320717,7514762.353411267,-0.1531180899302864,-0.5671968944770748,0.8092234137935351,35.979873905622654,195.10721455686053
494470.83897320717,7515076.926997454,-0.16103653812016938,-0.5575196790886652,0.8143948924318859,35.4724259061133,196.1110750999333
494470.83897320717,7515391.500583641,-0.1665520108772467,-0.5485464878692377,0.8193638863893562,34.97883305420263,196.88956167109956
494470.83897320717,7515706.074169829,-0.17022697609894827,-0.5402176646547288,0.8241284192425348,34.49977435716756,197.49006310132512
494470.83897320717,7516020.647756016,-0.1725777527280312,-0.5324401434467367,0.8286883689963078,34.03576339744001,197.95886320951334
494470.83897320717,7516335.221342203,-0.17402850960940566,-0.5251188821055404,0.8330451593397302,33.587167835447715,198.3356006800651
494785.4125593945,7494944.217481465,-0.28134704397658955,-0.381842239197364,0.8803637573244244,28.313725577571496,216.38334084446086
494785.4125593945,7495258.791067652,-0.4363923900648441,-0.20909570535212577,0.8751232301206442,28.940436773301734,244.39877148769403
494785.4125593945,7495573.36465384,-0.4913583772389469,0.04299237018394549,0.8698957415823321,29.55347373916195,275.00047242510277
494785.4125593945,7495887.938240027,-0.4569841108702925,0.20831722666122346,0.8647366393811845,30.147353492143488,294.5059763388141
494785.4125593945,7496202.511826214,-0.4213458842772053,0.28873005153284054,0.8597107671446852,30.715876660482984,304.4211492081624
494785.4125593945,7496517.085412402,-0.40318354077101715,0.3264966160486891,0.8548935560408094,31.252022696014706,309.0004310461399
494785.4125593945,7496831.658998589,-0.40074805410685893,0.3409811162207376,0.8503721982228876,31.747825187292825,310.39318273710677
494785.4125593945,7497146.232584776,-0.4116496656579739,0.33824659384375516,0.8462468874487965,32.19422332811976,309.4094522049249
494785.4125593945,7497460.806170964,-0.43563884058669466,0.31652797117108394,0.8426320929317835,32.580885183974694,306.0015345188327
494785.4125593945,7497775.379757151,-0.4749655108032765,0.26340566319143704,0.8396577994314481,32.89599828962563,299.0118085451338
494785.4125593945,7498089.953343338,-0.5289771591148769,0.1372085041456019,0.8374705914388163,33.1260236664933,284.54118156134393
494785.4125593945,7498404.526929526,-0.5222306431815158,-0.16729385815492273,0.8362343692684849,33.2554112262889,252.23741091829123
494785.4125593945,7498719.100515713,-0.24377171622703223,-0.4913872237876838,0.8361303407160633,33.266278908959755,206.38549633741027
494785.4125593945,7499033.6741019,-0.0017230411966364363,-0.5466556989730514,0.8373557057244665,33.13806688448511,180.18059385779287
494785.4125593945,7499348.247688088,0.11016782333345976,-0.5310943984418851,0.8401201048931157,32.847195425736466,168.28102300912064
494785.4125593945,7499662.821274275,0.16460509833582757,-0.5094027425013241,0.844638388622008,32.36678711215882,162.0926165626597
494785.4125593945,7499977.394860462,0.19207652214477125,-0.48857501531952285,0.8511175383261099,31.66657216367409,158.5384142042509
494785.4125593945,7500291.96844665,0.20400998653660882,-0.4682267500286983,0.8597346311222409,30.713199664815725,156.45687368012545
494785.4125593945,7500606.542032837,0.20527615799641305,-0.44711782908002257,0.8706017148369278,29.471361901799668,155.33968299915296
494785.4125593945,7500921.115619024,0.19827307668995586,-0.4239568991224118,0.8837128123697245,27.906466589199262,154.9357904573924
494785.4125593945,7501235.689205212,0.1844497557066791,-0.3975079192789276,0.8988691460553555,25.990182622455492,155.10797863686594
494785.4125593945,7501550.262791399,0.16501584740474473,-0.3667109613401955,0.9155833336940137,23.711295556147306,155.77278547923368
494785.4125593945,7501864.836377586,0.1413797440085512,-0.3310120693967364,0.9329752289840104,21.09654696716362,156.872014833678
