X,Y,l,m,angle
495099.9861455818,7497775.379757151,0.5896610291619542,0.807650834635652,36.13295749166591
495099.9861455818,7498089.953343338,0.439297934320772,0.8983414300261915,26.059095165682926
495099.9861455818,7498404.526929526,-0.0410135990214729,0.9991585883608795,-2.350565427930397
495099.9861455818,7498719.100515713,-0.9194553001282981,0.3931945460786315,-66.8465799963758
495099.9861455818,7499033.6741019,-0.9872836241097799,-0.15896869366217636,-99.1470405932452
495099.9861455818,7499348.247688088,-0.9387442432535048,-0.3446146336974168,-110.15827335653974
495099.9861455818,7499662.821274275,-0.9050455253687706,-0.425314703496089,-115.17058474137217
495099.9861455818,7499977.394860462,-0.8847709397280168,-0.46602616258403556,-117.77665376394751
495099.9861455818,7500291.96844665,-0.8738506546871706,-0.48619443981066207,-119.09075852992943
495099.9861455818,7500606.542032837,-0.8699223450707909,-0.49318872001145336,-119.55038324856385
495099.9861455818,7500921.115619024,-0.8715974363806832,-0.49022230558657864,-119.35519412207104
495099.9861455818,7501235.689205212,-0.87791634356336,-0.47881404919273235,-118.60797431031858
495099.9861455818,7501550.262791399,-0.8880527049991158,-0.45974165913451137,-117.37043849624035
495099.9861455818,7501864.836377586,-0.9011593207956209,-0.43348803737032376,-115.68912430807687
495099.9861455818,7502179.409963774,-0.9163009191369611,-0.4004904812711039,-113.60884440997276
495099.9861455818,7502493.983549961,-0.9324488278525944,-0.3613020667479258,-111.18018194877556
495099.9861455818,7502808.557136148,-0.9485245194863297,-0.31670370369357453,-108.46369550988395
495099.9861455818,7503123.130722336,-0.9634812255467797,-0.26777589140711555,-105.53196219431187
495099.9861455818,7503437.704308523,-0.9764096018598929,-0.2159265833467607,-102.46989358064677
495099.9861455818,7503752.27789471,-0.9866479613005078,-0.16286743216969998,-99.37337161006712
495099.9861455818,7504066.8514808975,-0.9938727023797101,-0.1105307715726815,-96.34591311906298
495099.9861455818,7504381.425067085,-0.9981425095283919,-0.060922333116550445,-93.49275542022345
495099.9861455818,7504695.998653272,-0.9998733865071215,-0.015912603645543574,-90.91176351079989
495099.9861455818,7505010.5722394595,-0.9997352119695354,0.023010996245883722,-88.68145065197
495099.9861455818,7505325.145825647,-0.9984875684263868,0.05497795647313214,-86.8484061108737
495099.9861455818,7505639.719411834,-0.9968047384497052,0.07987686401089392,-85.41851208712896
495099.9861455818,7505954.2929980215,-0.9951527052039874,0.09834171711529986,-84.35631283722239
495099.9861455818,7506268.866584209,-0.9937556076391019,0.11157863722881607,-83.59367490780465
495099.9861455818,7506583.440170396,-0.9926406980832877,0.1210968393837056,-83.04459148805822
495099.9861455818,7506898.013756583,-0.9917185052989791,0.12843055028909153,-82.62109077380099
495099.9861455818,7507212.587342771,-0.9908577674770697,0.13491065425072002,-82.24654650960949
495099.9861455818,7507527.160928958,-0.9899380305580642,0.14150157474325623,-81.86525477419515
