WKT	objectid	code	group_	min_age_ma	max_age_ma	unitname	rocktype1	rocktype2	descriptn
"POLYGON ((509189.36978654 7495491.83015279, 509066.98970629 7495271.31882404, 508920.13245391 7494977.81841967, 508577.48019707 7494781.82181102, 508273.0681893332 7494629.643895278, 506938.6889553871 7494629.643895278, 507476.13969601 7495026.79869981, 507990.11715091 7495393.82197861, 508406.16175614 7495663.32177907, 508871.20081448 7495883.32163663, 509189.36908954 7495981.31845047, 509654.38957036 7496079.33995714, 510241.80741789 7496323.8386219, 510902.59889295 7496617.85026696, 511489.97869872 7496911.36058012, 512077.39016485 7497302.86816322, 512542.3797514 7497523.36898805, 512982.96838775 7497694.88943134, 513423.51078154 7497792.38968971, 514010.91027501 7498012.88966045, 514451.4195099 7498257.40088441, 514472.00905955 7498277.88919451, 514561.90876484 7498203.89843184, 514809.95045296 7497998.90952444, 514867.51079044 7498037.40065623, 515210.14181899 7498208.40768241, 515626.22934913 7498502.40996854, 516084.35138976 7498918.92114254, 516132.40196246 7498877.91262597, 516399.80081338 7498690.9206743, 516446.69074214 7498643.43120897, 516091.26101893 7498037.4066574, 515870.97036341 7497621.41056542, 515572.22832905 7497244.41082431, 515387.88020121 7497449.91148447, 515090.68117852 7497755.41096752, 513986.42054565 7497327.3909729, 513056.37108889 7496788.87036938, 512591.36833934 7496593.37977315, 512248.70058102 7496421.85992813, 511832.65761016 7496225.85814347, 511514.45191855 7496054.84952935, 511098.38866987 7495858.84794948, 509458.59211443 7495638.81906794, 509311.75079956 7495589.83227136, 509189.36978654 7495491.83015279))"	"15794"	"Wittenoom Formation"	"Hamersley Group"	"2504.0"	"2597.0"	"A-HAd-kd"	"sedimentary carbonate"	"None"	"Thinly bedded dolomite and dolomitic shale, with minor black chert, shale, banded iron formation and sandstone"
"POLYGON ((511367.59776932 7497204.86016635, 511734.73884936 7497425.35868735, 512077.39835 7497645.87980624, 512640.29950574 7497963.86951828, 512934.01961145 7498037.37152122, 513301.14005878 7498061.88151296, 513741.68805266 7498159.89932784, 514157.74833852 7498379.89919399, 514229.46894694 7498441.40168252, 514412.7483578 7498326.90143242, 514472.00905955 7498277.88919451, 514451.4195099 7498257.40088441, 514010.91027501 7498012.88966045, 513423.51078154 7497792.38968971, 512982.96838775 7497694.88943134, 512542.3797514 7497523.36898805, 512077.39016485 7497302.86816322, 511489.97869872 7496911.36058012, 510902.59889295 7496617.85026696, 510241.80741789 7496323.8386219, 509654.38957036 7496079.33995714, 509189.36908954 7495981.31845047, 508871.20081448 7495883.32163663, 508406.16175614 7495663.32177907, 507990.11715091 7495393.82197861, 507476.13969601 7495026.79869981, 506938.6889553871 7494629.643895278, 505903.2806095923 7494629.643895278, 506178.92853302 7494708.29140381, 506839.79019263 7495149.29129947, 507353.7390648 7495565.30012818, 507598.52025313 7495834.30161165, 507769.83022966 7496005.80849499, 508039.02863571 7496201.31096933, 508406.16882877 7496348.32020692, 508724.31014877 7496446.32934258, 509066.96913714 7496421.83087004, 509727.80870954 7496421.8402682, 509972.52904966 7496519.8405476, 510559.94887074 7496837.84117895, 510682.32864342 7497009.34923349, 511000.46968708 7497082.85106702, 511367.59776932 7497204.86016635))"	"16210"	"Mount McRae Shale and Mount Sylvia Formation"	"Hamersley Group"	"2501.0"	"2541.0"	"A-HAu-xsl-ci"	"sedimentary siliciclastic"	"sedimentary other chemical or biochemical"	"Mudstone, siltstone, chert, banded iron-formation, and dolomite; metamorphosed"
"POLYGON ((501121.8386554 7514387.25238799, 501559.09957333 7514060.26793115, 501749.28103556 7513938.26060023, 501952.25055599 7513829.27193516, 502511.03849014 7513654.2806262, 503603.58048764 7513381.27760003, 503990.8614271 7513251.79887233, 504333.54140849 7513097.29770395, 504593.67852305 7512968.29992041, 504936.43149336 7512839.29161368, 505235.02173631 7512767.80045755, 506079.98199115 7512591.31160172, 506937.25063565 7512331.80973405, 507794.51025699 7512059.83117953, 508359.58090415 7511872.3277116, 508515.95603147 7511826.00118023, 508950.1795464 7511697.35158592, 509452.11171956 7511598.84986246, 510036.84083344 7511532.35128316, 510233.87090144 7511499.3710086, 510659.42864243 7511401.37233845, 510875.41193682 7511343.37101242, 511160.06196211 7511023.37161768, 511115.46053592 7511004.36932585, 510924.55011259 7510986.37191979, 510740.16060012 7510993.87139492, 510390.50979453 7511021.35990797, 509602.68895071 7511178.35114656, 509120.02139393 7511307.85015209, 508231.09875667 7511605.83777784, 507459.78557345 7511826.54902366, 507456.47610615 7511826.55062646, 507297.57880906 7511871.81954357, 507208.72843189 7511916.83114052, 506859.15922497 7511950.31842821, 506465.30021939 7512047.82876706, 506192.74054807 7512234.30872128, 505837.55970443 7512446.30831451, 505431.08991724 7512543.81026846, 505018.04049568 7512609.80135406, 504706.92017625 7512713.29828936, 504268.73801394 7512842.8013471, 503741.57951168 7512985.78119691, 503278.21063162 7513166.27868892, 502795.64946521 7513328.27116658, 501614.50278375 7513678.2584086, 501207.99863759 7513788.76104169, 500801.90885948 7513981.75803155, 500453.06871795 7514181.23869047, 500152.06212169 7514332.25017922, 500095.25044622 7514332.2506349, 499659.87833818 7514402.25119929, 499306.50043583 7514427.74156936, 498984.66906791 7514466.23895492, 498511.44229878 7514573.72950408, 498082.52076432 7514770.23216166, 497180.45126379 7515232.23262248, 496606.40811254 7515491.72214194, 495874.58821086 7515795.2310873, 495432.96969413 7515903.23048576, 495046.2388722555 7516492.022879522, 497023.8242726442 7516492.022879522, 497093.00961219 7516406.23081625, 497313.59945903 7516039.72967262, 497578.40994784 7515673.2321318, 497742.3191182 7515521.7289372, 498038.82084816 7515363.72948726, 498505.70972776 7515236.74138388, 498909.40963912 7515084.73912649, 499325.80932956 7514913.75139473, 499666.50246944 7514831.24399219, 500152.40080371 7514824.24975654, 500671.50941321 7514644.25985478, 501121.8386554 7514387.25238799))"	"4330"	"Fortescue Group"	"Fortescue Group"	"2629.0"	"2775.0"	"A-FO-od"	"igneous mafic intrusive"	"None"	"Dolerite dyke or sill"
"POLYGON ((493527.1182146452 7512647.571702665, 493719.9704136 7512730.19048242, 494448.68066194 7512843.69931887, 494837.32979199 7512778.71249735, 495468.87944338 7512649.20877791, 496051.87993803 7512519.70964164, 496748.17964414 7512325.21145335, 497997.80682588 7511828.22568128, 497995.289036 7511828.22535372, 498254.22863567 7511726.22834557, 498788.58920526 7511467.2417482, 499274.42898477 7511305.24997808, 499598.30052479 7511175.74952923, 499825.02075999 7511013.74877267, 499905.99086093 7510867.75827989, 500011.22081378 7510617.74786448, 500990.21092826 7510372.75771337, 502091.55095061 7509883.26946532, 502923.71011961 7509467.28865874, 503804.82964178 7509100.29857478, 504318.80771734 7509051.31040972, 504759.32120589 7509149.3113325, 505444.63073674 7509467.30788042, 505860.71011238 7509540.81141671, 506203.36122289 7509467.32083256, 506692.85034578 7509271.31882478, 506986.54053074 7509173.83058724, 507206.81229605 7509149.33361583, 507402.60110018 7509271.33135716, 507892.10797616 7509442.8513946, 508601.86807735 7509320.34794474, 509507.47002617 7509026.84910978, 509791.997516 7509010.85772749, 510062.55902665 7508685.34912221, 509439.04997445 7508724.36061056, 508791.18928285 7508853.85128619, 508445.69064975 7509004.84919285, 508164.95952289 7509091.34084873, 507970.60957336 7509177.8404014, 507668.30927604 7509134.82815724, 507625.12776983 7509026.82809667, 507625.1404499 7508896.8382577, 507452.37997863 7508789.33021454, 507042.09994763 7508832.33040593, 506739.76935775 7508940.32114283, 506480.6402218 7509091.31985882, 506070.36065504 7509156.32003063, 505768.05051706 7509177.82029714, 505357.75896495 7509112.80760375, 505077.05226679 7508961.80918694, 504817.91002798 7508853.80939808, 504580.39910547 7508767.29808596, 504040.5387304 7508681.29024648, 503392.69050724 7508875.28973391, 502939.23805098 7509156.29085557, 502183.44844421 7509458.28887904, 501557.2191109 7509739.26992637, 500995.7798851 7509976.76058917, 500585.48811641 7510127.75984844, 500261.56870323 7510192.75949802, 500002.43966925 7510192.75906425, 499905.99140977 7510171.75943151, 499776.45102098 7510236.25026467, 499679.26067109 7510333.75079479, 499679.24821249 7510576.23910201, 499549.72874199 7510884.25098014, 498982.9282567 7511046.25168587, 497890.21056951 7511396.22926596, 497176.08043041 7511753.22043338, 496976.48954315 7511828.0590261, 496541.33979926 7511991.21130919, 495747.89992391 7512269.2096433, 495033.77836475 7512427.69992032, 494478.40178511 7512467.19885513, 493962.62904537 7512427.68859732, 493565.91857086 7512308.69165832, 493527.1182146452 7512279.596256159, 493527.1182146452 7512647.571702665))"	"2911"	"Mount McRae Shale and Mount Sylvia Formation"	"Hamersley Group"	"2501.0"	"2541.0"	"A-HAu-xsl-ci"	"sedimentary siliciclastic"	"sedimentary other chemical or biochemical"	"Mudstone, siltstone, chert, banded iron-formation, and dolomite; metamorphosed"
"POLYGON ((516489.10989085 7497660.42043624, 516265.41816958 7497432.42149587, 515863.18009091 7497103.4211183, 515793.12893132 7497078.39958474, 515754.79905719 7497040.40949866, 515572.22832905 7497244.41082431, 515870.97036341 7497621.41056542, 516091.26101893 7498037.4066574, 516446.69074214 7498643.43120897, 516885.9020886 7498199.42979174, 516642.61860186 7497850.43077794, 516489.10989085 7497660.42043624))"	"15791"	"Marra Mamba Iron Formation"	"Hamersley Group"	"2597.0"	"2629.0"	"A-HAm-cib"	"sedimentary other chemical or biochemical"	"None"	"Chert, banded iron-formation, mudstone, and siltstone; minor carbonate; metamorphosed"
"POLYGON ((515479.40857371 7498697.92197267, 515699.65068941 7498844.91902979, 515937.86030956 7499043.41833767, 516084.35138976 7498918.92114254, 515626.22934913 7498502.40996854, 515210.14181899 7498208.40768241, 514867.51079044 7498037.40065623, 514809.95045296 7497998.90952444, 514561.90876484 7498203.89843184, 514965.43827583 7498453.41030448, 515479.40857371 7498697.92197267))"	"15270"	"Mount McRae Shale and Mount Sylvia Formation"	"Hamersley Group"	"2501.0"	"2541.0"	"A-HAu-xsl-ci"	"sedimentary siliciclastic"	"sedimentary other chemical or biochemical"	"Mudstone, siltstone, chert, banded iron-formation, and dolomite; metamorphosed"
"POLYGON ((512340.63212139 7495887.86019937, 511894.49051341 7495680.36118395, 511416.59121131 7495485.85013495, 510588.87081479 7495279.84101644, 510068.06069821 7495416.34177073, 510036.16036266 7495391.34113998, 509921.37833191 7495328.33796087, 509806.51910253 7495246.33914974, 509474.52861274 7494974.32325968, 509346.68906727 7494841.32883145, 509120.2854402713 7494629.643895278, 508273.0681893332 7494629.643895278, 508577.48019707 7494781.82181102, 508920.13245391 7494977.81841967, 509066.98970629 7495271.31882404, 509189.36978654 7495491.83015279, 509311.75079956 7495589.83227136, 509458.59211443 7495638.81906794, 511098.38866987 7495858.84794948, 511514.45191855 7496054.84952935, 511832.65761016 7496225.85814347, 512248.70058102 7496421.85992813, 512591.36833934 7496593.37977315, 513056.37108889 7496788.87036938, 513986.42054565 7497327.3909729, 515090.68117852 7497755.41096752, 515387.88020121 7497449.91148447, 515247.73165965 7497393.39866104, 515151.92126786 7497317.40898987, 514979.90238546 7497235.89822413, 514795.08186287 7497160.40068031, 514342.94894658 7497035.39204401, 513718.05022819 7496682.38156727, 512863.42013538 7496165.36925071, 512340.63212139 7495887.86019937))"	"15793"	"Marra Mamba Iron Formation"	"Hamersley Group"	"2597.0"	"2629.0"	"A-HAm-cib"	"sedimentary other chemical or biochemical"	"None"	"Chert, banded iron-formation, mudstone, and siltstone; minor carbonate; metamorphosed"
"POLYGON ((512322.2586719771 7494629.643895278, 512621.53936561 7494785.36028927, 512907.59194833 7494944.37020887, 512998.05985714 7494910.87013503, 512679.9030161779 7494629.643895278, 512322.2586719771 7494629.643895278))"	"15997"	"Fortescue Group"	"Fortescue Group"	"2629.0"	"2775.0"	"A-FO-od"	"igneous mafic intrusive"	"None"	"Dolerite dyke or sill"
"MULTIPOLYGON (((548300.1721856187 7516492.022879522, 547933.44967404 7516369.64140041, 547615.22835431 7516271.64891078, 547248.11951795 7516051.66193073, 546954.42878852 7515806.65842181, 546880.97881149 7515611.14868719, 546758.59954223 7515243.66039154, 546513.85915331 7515023.63873331, 546146.72168229 7514876.65052557, 545632.76747009 7514803.15205886, 545314.56996826 7514632.16104705, 544825.08281645 7514215.6581966, 544678.24831814 7513799.65971363, 544482.41825996 7513016.64798386, 544482.4107931301 7512551.65888965, 544335.5407625301 7512062.14880296, 544090.77893216 7511817.1508756, 544029.57779792 7511765.41204221, 543772.59828352 7511548.15780616, 543601.27837602 7511278.65054946, 543478.91032372 7510911.66068574, 543381.02146842 7510324.15103518, 543356.4892539 7509687.64878335, 543283.10985974 7509198.14747132, 543136.2108244899 7508978.15168947, 542866.96080115 7508635.64761918, 542622.2203807899 7508170.65934727, 542597.7511562 7507729.65009142, 542426.4309211 7507142.66100053, 542157.1883640999 7506530.64897022, 541936.88974618 7506065.65091761, 541716.57905509 7505698.16170224, 540762.07869624 7504939.64010277, 540125.7701951599 7504572.64972267, 539244.62988912 7504132.14991952, 538755.14261984 7503960.65023587, 538020.88079731 7503667.1522582, 537555.86285074 7503544.64887548, 536992.93201676 7503520.14226087, 536527.9085336 7503593.6495772, 536258.67949783 7503520.1420491, 536013.90197875 7503250.64068908, 535891.52870108 7502908.13748619, 535646.81102753 7502516.63029399, 534985.92142136 7502076.12178587, 534325.1210312099 7501880.11967149, 533444.01858443 7501684.61032926, 532856.6521893101 7501611.11120583, 532540.00999317 7501632.11100111, 532622.25910074 7501487.10041894, 532463.8035782099 7501487.06753388, 531172.41077884 7501486.73834441, 530418.70911618 7501486.4958822, 529735.54628834 7501486.24418653, 529283.51012455 7501486.06090314, 528055.80054875 7501423.05933657, 527895.38041329 7501600.55062367, 528269.54911085 7501675.54946632, 528644.57973937 7501769.56060174, 529113.4114605 7501800.57046113, 529800.96987481 7501832.06981464, 530707.27998763 7501832.09066587, 531832.36921709 7502050.60151443, 532130.46012056 7502165.59858724, 532401.50813829 7501876.60077593, 532551.20059923 7501832.09816461, 533020.02924737 7501925.60221166, 533613.83040109 7502019.6212949, 534488.93889665 7502207.12011758, 534926.42990648 7502457.13098601, 535239.00001697 7502707.13842932, 535551.54326118 7503144.64123585, 535676.5302752 7503519.63842719, 535926.55161838 7503894.65193591, 536270.36833002 7504082.14223355, 536676.58979163 7504113.64755625, 536989.17997103 7504051.15213942, 537895.51087974 7503957.14805985, 538364.25997959 7504113.66011445, 539051.8112280699 7504394.64940753, 539676.88892276 7504613.6505788, 540145.7008413899 7504988.64776056, 540770.7923637 7505332.15171108, 541145.7601317 7505676.14855006, 541614.60145059 7506144.65167089, 541895.8687167 7506645.16197604, 542083.3585663399 7507145.15903698, 542208.38924068 7507707.65894866, 542145.9084492 7508332.65926824, 542239.65812703 7508645.16075299, 542458.47087411 7508957.66004404, 542677.24168743 7509082.66245721, 542864.71956001 7509239.161151, 542927.26999918 7509989.15085108, 542927.26137611 7510676.66073644, 542802.26858385 7511333.15959898, 542677.70280742 7511769.2179521, 542677.29033758 7511770.6617923, 542270.97875475 7512270.6687916, 541927.23956126 7512614.17993348, 541708.51043304 7512864.17086488, 541802.24961754 7513020.67063379, 542052.24126963 7512989.1601353, 542771.04011075 7512583.15959476, 543333.6222507 7512333.14920601, 543662.49046254 7512139.14912495, 543999.97137733 7512226.14839863, 544083.6191186199 7512436.15147876, 544110.92760647 7512830.14889005, 544043.07020959 7513263.66124864, 544019.5214044 7513652.15878708, 544059.15102584 7513963.65986576, 544226.39094653 7514363.67160225, 544514.33162234 7514718.6588027, 545260.53229086 7515172.65778932, 545521.6189673099 7515241.1490094, 545769.66880089 7515246.15900989, 546023.71861987 7515187.65857189, 546176.47863223 7515206.16060613, 546311.36066494 7515485.1602855, 546357.1575076201 7515752.14893615, 546479.04005619 7515980.6479566, 546785.54965952 7516240.15077274, 547104.42780309 7516423.159972, 547195.6904279725 7516492.022879522, 548300.1721856187 7516492.022879522)), ((530578.4472503923 7516492.022879522, 530702.4178876 7516200.23931346, 530720.10839161 7515894.75172952, 530636.21857909 7515653.23923298, 530527.55988808 7515526.73016328, 530504.15891385 7515475.23132895, 530488.41843453 7515419.23045467, 530485.08880224 7515344.74108496, 530493.64822875 7515311.23142008, 530533.9091620099 7515253.23940491, 530748.80885632 7515076.73934297, 530830.25874388 7514986.23843761, 530860.79761279 7514922.23943981, 530867.69245935 7514885.23759681, 530865.88087217 7514850.73803558, 530852.1880561 7514823.74039915, 530826.1293182001 7514807.238458, 530791.37031874 7514798.74672552, 530647.47072369 7514789.72846682, 530503.90089377 7514762.22831021, 530423.0708995 7514734.21983162, 530218.74973763 7514643.22044265, 530148.11791849 7514620.22025313, 529819.72966284 7514562.70128575, 529740.3415173 7514528.71187345, 529707.72065343 7514496.70929557, 529694.6298466 7514468.70040679, 529689.57189909 7514437.69804277, 529701.40915751 7514334.18831205, 529795.92030962 7514143.20673256, 529979.42138715 7513951.22081208, 530099.42050291 7513784.71054115, 530130.41136679 7513612.70976836, 530097.65986215 7513415.70895627, 529892.52033635 7513079.69810155, 529541.3494360599 7512788.69015924, 529082.38106679 7512568.19015911, 528725.79111039 7512474.6703562, 528381.82144897 7512374.64869925, 528019.00225657 7512313.15074963, 527573.7203317099 7512290.14038859, 527179.35841707 7512292.1186124, 526765.85101164 7512269.11991902, 526364.7295902499 7512169.6002677, 526007.82776675 7512012.10062918, 525733.40064011 7511829.0786175, 525715.24123919 7511806.88528093, 525541.53930185 7511594.59247982, 525355.470765 7511252.09228277, 525201.96177504 7511074.57980979, 524991.77145997 7510993.08095076, 524788.12910954 7510968.56984444, 524628.93126082 7510931.06005816, 524449.93983678 7510735.05019514, 524296.70886504 7510608.5615234, 524175.5816624 7510552.06083333, 524162.85905036 7510539.0514788, 523991.42905727 7510603.55907268, 523647.8605991 7510430.53988506, 523323.94062763 7510193.04166318, 522935.25105949 7509934.04007126, 521858.95929696 7509706.58503641, 521402.08978691 7509610.00899969, 520906.00672736 7509526.05766506, 520005.17078521 7509373.56733042, 519868.87007679 7509350.49000043, 519307.44022161 7509273.48997861, 518912.77772736 7509330.46926409, 519982.6783811 7509614.48999586, 520790.33930396 7509810.00019197, 521671.43902988 7509957.01893647, 522846.2688184 7510275.03141922, 523849.76068937 7510813.54871304, 524461.65053024 7511278.55972563, 525049.02032 7511768.06774612, 525112.65720094 7511807.87973055, 525636.48851511 7512135.57720255, 526174.97059272 7512331.08860177, 526786.89931708 7512576.11189434, 527766.01225899 7512845.14814904, 528451.32268977 7512992.15798162, 528965.39037958 7513114.68148617, 529283.53027829 7513310.17996924, 529552.8098300101 7513653.19900982, 529650.70078538 7514044.69850962, 529552.83154932 7514338.19016342, 529528.32005479 7514632.18818804, 529748.6604519 7514852.20876835, 530115.82097088 7515146.22031651, 530091.31143778 7515684.22214055, 529846.53825611 7516247.2076062, 529745.8362447202 7516492.022879522, 530578.4472503923 7516492.022879522)))"	"5501"	"Mount McRae Shale and Mount Sylvia Formation"	"Hamersley Group"	"2501.0"	"2541.0"	"A-HAu-xsl-ci"	"sedimentary siliciclastic"	"sedimentary other chemical or biochemical"	"Mudstone, siltstone, chert, banded iron-formation, and dolomite; metamorphosed"
