X,Y,Z,angle,lsx,lsy,formation,group
538787.93391317,7511414.190376366,637.,118.82078771913541,-0.8761318353254226,0.4820715788441657,Weeli_Wolli_Formation,Hamersley_Group
540176.3702598349,7509536.418059699,642.,140.67337433051785,-0.6337404121023255,0.7735457905440211,Weeli_Wolli_Formation,Hamersley_Group
540136.6306451501,7507380.908688376,638.,36.04354988472525,0.5884000072601714,0.8085699916867001,Weeli_Wolli_Formation,Hamersley_Group
536619.020546295,7505701.410906535,612.,84.94791178147065,0.9961150521968459,0.08806135807989154,Weeli_Wolli_Formation,Hamersley_Group
533418.7666028601,7504511.129494435,614.,43.002008008368556,0.6820239909269032,0.7313297996117343,Weeli_Wolli_Formation,Hamersley_Group
530567.311552138,7503401.93587108,597.,72.66473193543074,0.9545775713635327,0.2979625148398695,Weeli_Wolli_Formation,Hamersley_Group
527496.4746117699,7502647.560212821,551.,81.25676294075134,0.9883794595552071,0.15200672330313747,Weeli_Wolli_Formation,Hamersley_Group
523870.945712385,7502170.26538658,570.,79.39186164124635,0.9829092105714613,0.1840909660298048,Weeli_Wolli_Formation,Hamersley_Group
519985.0720591949,7501672.912742423,546.,83.61610040535004,0.9937992032609978,0.1111896739711298,Weeli_Wolli_Formation,Hamersley_Group
517718.81477603,7501047.941254555,520.,77.4602191317983,0.9761454962471767,0.21711741099311463,Weeli_Wolli_Formation,Hamersley_Group
515124.487915005,7500533.91420749,521.,74.8601025629037,0.9652909966821817,0.26117674422566844,Weeli_Wolli_Formation,Hamersley_Group
515510.22872833,7507756.93511328,656.,80.8932500540411,-0.9873951674896831,-0.15827439217391004,Weeli_Wolli_Formation,Hamersley_Group
518983.319499755,7508600.48432351,670.,78.95085537756296,-0.9814631587276647,-0.19165090153796463,Weeli_Wolli_Formation,Hamersley_Group
522165.14586458495,7509041.525225464,583.,74.7184147815496,-0.9646421770590518,-0.2635630289679737,Weeli_Wolli_Formation,Hamersley_Group
524798.5644314501,7509492.065014159,599.,89.24496135208122,-0.9999131725954582,-0.013177528982529167,Weeli_Wolli_Formation,Hamersley_Group
529055.035170825,7510594.404529645,658.,66.59099980033723,-0.9176922291326409,-0.39729204949201335,Weeli_Wolli_Formation,Hamersley_Group
532673.18441653,7511808.991150855,659.,64.43635715269322,-0.9021065257076714,-0.431513402197005,Weeli_Wolli_Formation,Hamersley_Group
534820.8249658099,7512406.219417799,671.,93.18594349626026,-0.9984544289514286,0.0555765535750186,Weeli_Wolli_Formation,Hamersley_Group
538252.34643369,7511670.60894086,646.,112.24730322172904,-0.9255583250967453,0.37860505390724475,Weeli_Wolli_Formation,Hamersley_Group
515870.26152661873,7494663.5275392085,557.,56.614825504481715,0.8349902743337146,0.5502647015465448,Jeerinah_Formation,Fortescue_Group
518441.1866021531,7494672.536355284,522.,35.60525406461048,0.582197529640201,0.8130473765290971,Jeerinah_Formation,Fortescue_Group
496699.545403685,7513103.22965329,591.,89.99997865915246,-0.9999999999999306,-3.7246805487173797e-07,Wittenoom_Formation,Hamersley_Group
500466.710831415,7512233.25324031,604.,107.70514448315761,-0.9526341788415031,0.30411859743030356,Wittenoom_Formation,Hamersley_Group
505541.28364992,7510700.05971102,562.,102.38925787766891,-0.9767125209079607,0.21455221159805496,Wittenoom_Formation,Hamersley_Group
509083.5652779045,7509839.915558679,535.,93.0150629372047,-0.9986157412341186,0.05259849198819032,Wittenoom_Formation,Hamersley_Group
515494.4628386981,7509816.7319759,557.,106.94655619452216,-0.9565770555652955,0.29147956492013244,Wittenoom_Formation,Hamersley_Group
519922.855516935,7510700.49570857,597.,82.69146134213429,-0.9918754954299422,-0.12721242693073118,Wittenoom_Formation,Hamersley_Group
523048.02554265957,7511696.634111813,587.,59.73617715173238,-0.863713942471405,-0.5039823663388459,Wittenoom_Formation,Hamersley_Group
524965.16076637,7513561.55955241,595.,39.09415845677671,-0.6305966829919901,-0.7761107030569152,Wittenoom_Formation,Hamersley_Group
552012.0852414924,7516404.071556676,644.,4.398197324977594,0.07668765820248791,0.9970551655146361,Wittenoom_Formation,Hamersley_Group
550577.073265845,7514927.38086921,638.,82.86124497588008,0.9922481065041033,0.12427266448830125,Wittenoom_Formation,Hamersley_Group
548011.594352125,7514041.38387348,628.,63.44422418424721,0.8944995767182451,0.4470687947630436,Wittenoom_Formation,Hamersley_Group
546734.4959050771,7512737.346306195,634.,55.029661696215676,0.8194488717355133,0.5731522891966797,Wittenoom_Formation,Hamersley_Group
546239.663881355,7511670.246964795,645.,16.687260290900383,0.2871475410412256,0.9578863657417708,Wittenoom_Formation,Hamersley_Group
544745.17500337,7510007.90110997,649.,39.32568553543846,0.6337277193415973,0.7735561891279119,Wittenoom_Formation,Hamersley_Group
543475.585569415,7506648.89978729,634.,37.86153475053204,0.6137553138553573,0.7894963044336002,Wittenoom_Formation,Hamersley_Group
539825.725655455,7503342.89565691,587.,63.917283187853506,0.898160241907335,0.43966826114350954,Wittenoom_Formation,Hamersley_Group
536863.48003468,7503051.639916776,586.,37.87616476595369,0.613956885361886,0.789339561226176,Wittenoom_Formation,Hamersley_Group
536043.5198349,7501279.869339115,541.,76.98159358473015,0.9742977484076024,0.2252640615985521,Wittenoom_Formation,Hamersley_Group
532579.6545240919,7501109.526704032,556.,86.57168183297782,0.9982103941071694,0.059799741608217126,Wittenoom_Formation,Hamersley_Group
528755.2595402,7501010.559260275,562.,83.65465161258825,0.9938737917698817,0.11052097553386832,Wittenoom_Formation,Hamersley_Group
