GROUP_,id,x,y,z,code
Hamersley Group,6148,509439.04997445,7508724.36061056,619.,Brockman_Iron_Formation
Hamersley Group,6148,516084.35138976,7498918.92114254,552.,Brockman_Iron_Formation
Hamersley Group,6148,515937.86030956,7499043.41833767,538.,Brockman_Iron_Formation
Hamersley Group,6148,515699.65068941,7498844.91902979,523.,Brockman_Iron_Formation
Hamersley Group,6148,515479.40857371,7498697.92197267,538.,Brockman_Iron_Formation
Hamersley Group,6148,514965.43827583,7498453.41030448,574.,Brockman_Iron_Formation
Hamersley Group,6148,547195.6904279725,7516492.022879522,1066.,Brockman_Iron_Formation
Hamersley Group,6148,547104.42780309,7516423.159972,1066.,Brockman_Iron_Formation
Hamersley Group,6148,546785.54965952,7516240.15077274,862.,Brockman_Iron_Formation
Hamersley Group,6148,546479.04005619,7515980.6479566,958.,Brockman_Iron_Formation
Hamersley Group,6148,546357.15750762,7515752.14893615,883.,Brockman_Iron_Formation
Hamersley Group,6148,546311.36066494,7515485.1602855,938.,Brockman_Iron_Formation
Hamersley Group,6148,546176.47863223,7515206.16060613,806.,Brockman_Iron_Formation
Hamersley Group,6148,546023.71861987,7515187.65857189,864.,Brockman_Iron_Formation
Hamersley Group,6148,545769.66880089,7515246.15900989,864.,Brockman_Iron_Formation
Hamersley Group,6148,545521.61896731,7515241.1490094,1006.,Brockman_Iron_Formation
Hamersley Group,6148,545260.53229086,7515172.65778932,979.,Brockman_Iron_Formation
Hamersley Group,6148,544514.33162234,7514718.6588027,826.,Brockman_Iron_Formation
Hamersley Group,6148,544226.39094653,7514363.67160225,936.,Brockman_Iron_Formation
Hamersley Group,6148,544059.15102584,7513963.65986576,1004.,Brockman_Iron_Formation
Hamersley Group,6148,544019.5214044,7513652.15878708,960.,Brockman_Iron_Formation
Hamersley Group,6148,544043.07020959,7513263.66124864,863.,Brockman_Iron_Formation
Hamersley Group,6148,544110.92760647,7512830.14889005,806.,Brockman_Iron_Formation
Hamersley Group,6148,544083.61911862,7512436.15147876,781.,Brockman_Iron_Formation
Hamersley Group,6148,543999.97137733,7512226.14839863,704.,Brockman_Iron_Formation
Hamersley Group,6148,543662.49046254,7512139.14912495,695.,Brockman_Iron_Formation
Hamersley Group,6148,543333.6222507,7512333.14920601,695.,Brockman_Iron_Formation
Hamersley Group,6148,542771.04011075,7512583.15959476,756.,Brockman_Iron_Formation
Hamersley Group,6148,542052.24126963,7512989.1601353,733.,Brockman_Iron_Formation
Hamersley Group,6148,541802.24961754,7513020.67063379,726.,Brockman_Iron_Formation
Hamersley Group,6148,541708.51043304,7512864.17086488,725.,Brockman_Iron_Formation
Hamersley Group,6148,541927.23956126,7512614.17993348,779.,Brockman_Iron_Formation
