x,y,formation,app_th,thickness,norm_th
538787.93391317,7511414.1903763665,Weeli_Wolli_Formation,846.8084756384267,18,0.09782608695652174
540176.3702598349,7509536.418059697,Weeli_Wolli_Formation,1472.7381072817248,105,0.5706521739130435
540136.6306451501,7507380.908688378,Weeli_Wolli_Formation,1575.186631546734,151,0.8206521739130435
536619.020546295,7505701.410906535,Weeli_Wolli_Formation,831.1171237416498,57,0.30978260869565216
533418.7666028601,7504511.129494435,Weeli_Wolli_Formation,715.2828359420238,155,0.842391304347826
527496.4746117699,7502647.560212823,Weeli_Wolli_Formation,685.0503149927252,301,1.6358695652173914
523870.945712385,7502170.26538658,Weeli_Wolli_Formation,749.7717443554103,171,0.9293478260869565
519985.0720591949,7501672.912742423,Weeli_Wolli_Formation,728.667865683604,127,0.6902173913043478
517718.81477603,7501047.941254555,Weeli_Wolli_Formation,526.7434548977868,228,1.2391304347826086
515124.487915005,7500533.91420749,Weeli_Wolli_Formation,779.0336293850429,474,2.5760869565217392
515510.22872833,7507756.93511328,Weeli_Wolli_Formation,503.400927914328,311,1.690217391304348
518983.319499755,7508600.48432351,Weeli_Wolli_Formation,890.0628323108589,101,0.5489130434782609
522165.145864585,7509041.525225462,Weeli_Wolli_Formation,688.8067060972542,277,1.5054347826086956
524798.5644314501,7509492.065014157,Weeli_Wolli_Formation,681.8937756026182,247,1.3423913043478262
529055.035170825,7510594.404529645,Weeli_Wolli_Formation,737.5451957655217,140,0.7608695652173914
532673.18441653,7511808.991150855,Weeli_Wolli_Formation,839.0881410044922,54,0.29347826086956524
534820.8249658099,7512406.219417797,Weeli_Wolli_Formation,858.3259947665529,33,0.1793478260869565
538252.34643369,7511670.60894086,Weeli_Wolli_Formation,860.5363209238322,13,0.07065217391304347
512864.263618635,7500334.13572143,Weeli_Wolli_Formation,631.4726551924919,389,2.114130434782609
500058.523877035,7507910.266475875,Weeli_Wolli_Formation,1408.9163651732365,356,1.934782608695652
506280.134098275,7507221.32324565,Weeli_Wolli_Formation,871.6413978199378,197,1.0706521739130435
509322.98956052,7507201.85972333,Weeli_Wolli_Formation,419.14939508438925,205,1.1141304347826086
512074.41380749573,7507480.304599375,Weeli_Wolli_Formation,543.5397683115351,360,1.9565217391304348
509895.350334515,7499204.354771085,Weeli_Wolli_Formation,1140.4910998471773,382,2.0760869565217392
507610.67531594,7498860.575661895,Weeli_Wolli_Formation,983.7419574516102,116,0.6304347826086957
506410.600634225,7497915.560032645,Weeli_Wolli_Formation,1570.3972195262888,121,0.657608695652174
499499.0035954602,7495783.075719416,Weeli_Wolli_Formation,592.0636702691219,234,1.2717391304347827
503244.7479117214,7494653.197099837,Weeli_Wolli_Formation,2343.380286001493,2314,12.576086956521738
515870.2615266187,7494663.527539208,Jeerinah_Formation,2822.9576836252886,2788,6.598816568047337
518441.1866021531,7494672.536355284,Jeerinah_Formation,4349.970497293561,4296,10.168047337278107
547723.4998818999,7510258.386076465,Jeerinah_Formation,1182.6332479234102,104,0.24615384615384617
546873.6140860349,7509413.395227245,Jeerinah_Formation,1348.2747002175004,133,0.31479289940828403
546616.66003534,7507546.65083485,Jeerinah_Formation,2081.9519544310106,217,0.5136094674556213
545857.2696210849,7506341.651893125,Jeerinah_Formation,1913.525574015515,276,0.6532544378698225
544613.460040075,7504232.160283315,Jeerinah_Formation,1774.097964959441,426,1.008284023668639
542447.245679745,7502067.14980079,Jeerinah_Formation,2081.289778180879,625,1.4792899408284024
539679.58405867,7500468.63871664,Jeerinah_Formation,2259.3813286769496,556,1.3159763313609467
538071.934512935,7499414.38072341,Jeerinah_Formation,2369.9501871387,386,0.9136094674556213
535593.0148599751,7499014.116222625,Jeerinah_Formation,1707.1495142025988,132,0.31242603550295855
533100.78135957,7499222.09035308,Jeerinah_Formation,1375.6414177978393,425,1.0059171597633136
530809.596352625,7499457.575160565,Jeerinah_Formation,1264.1327433914998,582,1.3775147928994083
529823.34097695,7499541.0708277365,Jeerinah_Formation,1451.0918836258088,707,1.6733727810650887
527008.665539415,7499237.535570135,Jeerinah_Formation,998.4946783068468,434,1.0272189349112426
525036.1381954451,7498956.509663395,Jeerinah_Formation,1289.1428920570704,420,0.9940828402366864
554873.6769496349,7514690.88029036,Jeerinah_Formation,2260.9988105259354,495,1.1715976331360947
551721.140040415,7513078.6253788965,Jeerinah_Formation,1533.205101224246,116,0.27455621301775146
549638.655827145,7512446.874801382,Jeerinah_Formation,1592.3029091943827,55,0.1301775147928994
548353.033844215,7510917.1341405315,Jeerinah_Formation,1683.489730959847,120,0.28402366863905326
496699.545403685,7513103.22965329,Wittenoom_Formation,764.4332218105502,392,1.568
500466.710831415,7512233.25324031,Wittenoom_Formation,1610.388429888089,357,1.428
505541.28364992,7510700.05971102,Wittenoom_Formation,1354.2661966329874,336,1.344
509083.5652779045,7509839.915558679,Wittenoom_Formation,665.2623970846303,363,1.452
515494.4628386981,7509816.7319759,Wittenoom_Formation,772.7005600426428,490,1.96
519922.855516935,7510700.49570857,Wittenoom_Formation,1076.0922560665056,154,0.616
523048.0255426596,7511696.634111812,Wittenoom_Formation,1157.9640501583688,269,1.076
524965.16076637,7513561.55955241,Wittenoom_Formation,1821.7176338899146,295,1.18
548011.594352125,7514041.38387348,Wittenoom_Formation,2088.584675320842,180,0.72
546734.4959050771,7512737.346306195,Wittenoom_Formation,2357.4042449215303,391,1.564
